cell id,cell type,column id
720575940623549734,L5,183
720575940623550941,L3,not assigned
720575940623550983,Tm3,282
720575940623551565,T5b,283
720575940623552221,Tm1,376
720575940623554311,C3,402
720575940623554963,Tm2,55
720575940623555780,L1,454
720575940623557815,L3,513
720575940623558413,T1,172
720575940623559175,L3,524
720575940623559876,L5,148
720575940623560328,L4,598
720575940623561165,C2,379
720575940623566472,Mi1,338
720575940623568324,L3,534
720575940623568428,T5c,425
720575940623570141,L1,581
720575940623570765,Tm1,704
720575940623571383,T5b,162
720575940623571555,Mi1,339
720575940623572445,R8,264
720575940623573292,Tm9,257
720575940623575295,T1,80
720575940623576029,R8,132
720575940623578260,L1,396
720575940623580307,Mi4,270
720575940623580659,Tm9,625
720575940623581439,L4,302
720575940623581917,R8,466
720575940623583428,Tm1,767
720575940623583882,L3,169
720575940623585463,Mi4,146
720575940623586756,L3,426
720575940623587939,Tm9,199
720575940623588109,Tm9,444
720575940623588829,Tm20,333
720575940623589770,L3,258
720575940623590378,C3,52
720575940623592842,T3,737
720575940623596435,T5b,650
720575940623597592,L4,709
720575940623597704,T4b,373
720575940623598311,T5b,178
720575940623600639,T2,126
720575940623601993,T5c,not assigned
720575940623602410,Mi4,107
720575940623602666,Mi4,516
720575940623603178,C2,194
720575940623604149,Mi1,340
720575940623604458,T3,318
720575940623605833,Tm1,317
720575940623605994,C2,117
720575940623606040,L1,479
720575940623606296,L1,599
720575940623606313,C2,618
720575940623606724,Mi9,172
720575940623607748,Tm3,not assigned
720575940623608870,C3,484
720575940623610090,T5d,463
720575940623610867,Tm9,718
720575940623612125,C3,794
720575940623614344,T1,612
720575940623615751,T3,539
720575940623618598,Mi9,451
720575940623618999,T4b,291
720575940623621414,L2,119
720575940623626995,C3,160
720575940623627229,L4,604
720575940623627411,T4a,511
720575940623627460,Mi1,341
720575940623627559,T5a,294
720575940623627667,T4a,196
720575940623628076,Tm21,187
720575940623628105,Mi1,342
720575940623628582,Mi4,479
720575940623629035,Tm9,118
720575940623629094,Mi4,464
720575940623631031,T2a,88
720575940623631850,L1,359
720575940623633885,R8,508
720575940623635431,T5c,650
720575940623635785,T3,572
720575940623635848,Mi4,235
720575940623637981,L3,51
720575940623638506,T2,213
720575940623638666,L3,20
720575940623638791,Tm1,310
720575940623640247,T2a,458
720575940623640600,Tm9,686
720575940623640653,L4,390
720575940623641351,T3,140
720575940623642723,R8,773
720575940623642845,T1,245
720575940623644942,Mi9,75
720575940623645064,Tm4,8
720575940623645959,T5c,250
720575940623647159,T3,586
720575940623647256,T2a,624
720575940623647975,T5c,102
720575940623650857,L2,345
720575940623652074,T4b,621
720575940623652301,L5,692
720575940623653002,Tm2,240
720575940623653098,T4c,422
720575940623653256,Mi9,413
720575940623654069,Mi4,549
720575940623654669,C3,653
720575940623655718,Tm3,682
720575940623655974,Tm4,231
720575940623656935,Tm1,558
720575940623657181,T3,not assigned
720575940623658461,T2a,230
720575940623663880,T1,567
720575940623664664,L1,268
720575940623666116,Tm3,137
720575940623666320,Mi1,344
720575940623666835,L3,328
720575940623667383,T4b,552
720575940623669036,T5a,187
720575940623670212,Tm1,189
720575940623674807,T5a,315
720575940623674893,T4b,573
720575940623675613,L4,444
720575940623675831,T4a,206
720575940623677993,L3,164
720575940623679684,Mi9,570
720575940623682440,Tm4,635
720575940623682997,T2a,482
720575940623683854,Tm4,628
720575940623684021,C2,523
720575940623686365,C2,159
720575940623686792,L1,665
720575940623688653,L1,377
720575940623690122,T2,583
720575940623692179,Mi4,623
720575940623692326,Tm20,498
720575940623692775,T4a,599
720575940623693962,Tm2,717
720575940623697101,T3,485
720575940623697165,Mi4,232
720575940623697589,T3,649
720575940623698372,L5,117
720575940623699529,Tm1,340
720575940623699946,L1,543
720575940623700371,Tm3,77
720575940623701896,Tm2,569
720575940623704061,Mi9,678
720575940623705368,L2,280
720575940623705599,T4c,594
720575940623706549,T4c,577
720575940623709877,Tm1,393
720575940623710249,R8,481
720575940623711305,Tm4,130
720575940623712973,Mi9,619
720575940623713003,Tm21,3
720575940623713939,Tm4,702
720575940623714186,Tm4,553
720575940623714765,T4b,347
720575940623714794,T2a,322
720575940623719980,T5a,737
720575940623720842,Tm9,217
720575940623720885,C2,711
720575940623722510,T4d,556
720575940623723858,L5,482
720575940623724873,T5d,408
720575940623724899,C3,253
720575940623725261,Tm2,87
720575940623725385,T5b,408
720575940623725773,R7,130
720575940623725803,T5b,not assigned
720575940623726104,T1,782
720575940623728522,T4b,186
720575940623729421,Tm2,335
720575940623730314,L4,299
720575940623730957,T1,160
720575940623731396,T5b,679
720575940623732991,L4,696
720575940623733272,T1,438
720575940623733709,T1,315
720575940623736617,T4c,725
720575940623737549,R7,633
720575940623738365,Mi1,346
720575940623740935,C3,411
720575940623742051,T1,337
720575940623743768,R7,37
720575940623747819,Tm2,213
720575940623748277,T4c,433
720575940623748813,T2a,340
720575940623749355,Tm1,523
720575940623750986,Mi9,304
720575940623757582,Tm2,777
720575940623758616,R8,587
720575940623764774,Tm3,482
720575940623765518,Tm2,738
720575940623766468,Tm21,286
720575940623768781,T2a,373
720575940623771061,Tm9,621
720575940623771319,T5c,437
720575940623773576,Mi9,763
720575940623773578,Tm3,not assigned
720575940623779864,T1,225
720575940623780877,T2a,181
720575940623782985,T3,99
720575940623784339,L5,395
720575940623784940,Tm9,435
720575940623784955,T5d,23
720575940623786495,C2,645
720575940623787533,T2,694
720575940623787619,Mi4,100
720575940623788012,T4d,444
720575940623788031,Tm20,724
720575940623788779,Tm1,246
720575940623789712,Mi9,666
720575940623790947,T5c,21
720575940623791543,L1,624
720575940623791613,T3,659
720575940623792108,C2,558
720575940623793290,L4,403
720575940623798316,T2a,19
720575940623798931,T5d,647
720575940623799477,Tm3,711
720575940623799699,L3,690
720575940623801272,T4a,597
720575940623801343,Tm20,505
720575940623802564,L4,6
720575940623802859,T5a,698
720575940623803114,Tm9,316
720575940623804157,L3,369
720575940623804907,Tm3,not assigned
720575940623806459,T5a,725
720575940623806908,Tm4,693
720575940623809212,Tm4,382
720575940623810608,C3,20
720575940623811268,T4b,767
720575940623812622,T4b,124
720575940623813316,T4c,35
720575940623816388,Tm2,528
720575940623818421,C3,210
720575940623819619,C3,361
720575940623820523,Mi1,349
720575940623820643,Tm4,512
720575940623820873,T4c,245
720575940623822474,L4,336
720575940623824422,C2,252
720575940623824713,T4a,398
720575940623826249,T5a,768
720575940623829197,L1,617
720575940623829738,Mi4,336
720575940623830822,L3,688
720575940623830857,T4d,634
720575940623832781,Tm20,633
720575940623833066,L5,253
720575940623834760,R7,not assigned
720575940623835389,L2,341
720575940623836440,R8,231
720575940623839782,L4,428
720575940623841461,T5b,232
720575940623842236,T5d,219
720575940623842485,C2,82
720575940623847056,Tm2,155
720575940623850008,Tm2,24
720575940623851411,T2,219
720575940623853309,T5d,350
720575940623853565,Tm9,619
720575940623854077,T5b,326
720575940623855367,T4d,333
720575940623858616,T4a,461
720575940623859463,T5d,369
720575940623860477,T2a,346
720575940623862040,R8,520
720575940623862676,T2a,628
720575940623863531,Mi4,310
720575940623864503,T5c,55
720575940623864554,Tm3,324
720575940623864759,T5a,209
720575940623865614,T3,192
720575940623865624,R8,382
720575940623866090,T2,199
720575940623866153,T5b,744
720575940623866556,Tm9,552
720575940623867115,T5a,not assigned
720575940623869769,T5d,689
720575940623871276,T4b,631
720575940623871437,R8,234
720575940623871940,T1,118
720575940623871978,L2,235
720575940623872329,T5a,658
720575940623872492,T4c,71
720575940623873609,T5c,704
720575940623877052,T3,136
720575940623877828,Mi1,350
720575940623878124,T3,749
720575940623879146,T2,514
720575940623879916,T2a,486
720575940623880119,T5a,147
720575940623880328,R7,392
720575940623881924,L3,659
720575940623882825,Tm1,262
720575940623883561,R7,187
720575940623887128,Mi1,677
720575940623889642,L2,129
720575940623890685,T4a,361
720575940623892041,T5d,639
720575940623892685,Mi4,471
720575940623894029,Tm3,710
720575940623894057,R7,36
720575940623897066,Tm9,658
720575940623897101,C2,65
720575940623897129,T4a,780
720575940623897744,Tm21,15
720575940623898760,Mi9,316
720575940623901901,C3,574
720575940623902973,Tm2,231
720575940623905031,C2,490
720575940623905287,T3,190
720575940623905304,L4,14
720575940623905416,T1,11
720575940623905672,R8,509
720575940623906567,T3,431
720575940623907533,L1,409
720575940623907591,C2,79
720575940623908649,T1,12
720575940623908871,L5,285
720575940623910349,C3,229
720575940623910397,T4c,769
720575940623910919,L1,285
720575940623911267,C2,341
720575940623911448,L2,395
720575940623912455,C2,240
720575940623914851,R7,684
720575940623915271,T3,410
720575940623915527,T2,518
720575940623915957,Tm3,640
720575940623916807,T3,642
720575940623917319,T3,738
720575940623917411,L5,791
720575940623918104,L4,not assigned
720575940623918216,Tm21,497
720575940623918591,Tm2,650
720575940623919689,T5a,662
720575940623920391,C2,95
720575940623920664,Tm4,181
720575940623921159,C3,249
720575940623921677,T5c,70
720575940623921847,Tm3,292
720575940623922952,L4,599
720575940623924429,L2,629
720575940623925175,Tm1,64
720575940623926527,T5b,20
720575940623927303,T5c,768
720575940623927304,L1,736
720575940623927559,T5b,271
720575940623927832,L4,188
720575940623928071,T2,281
720575940623928327,T2a,not assigned
720575940623928525,L5,10
720575940623929863,T2a,191
720575940623930153,Tm4,88
720575940623930375,T5c,449
720575940623930665,R7,453
720575940623931143,T2,659
720575940623933901,C2,326
720575940623935229,T5d,122
720575940623935743,T2,426
720575940623936253,T4b,63
720575940623937037,R8,476
720575940623937724,T5d,556
720575940623938659,Mi9,546
720575940623940154,T5a,642
720575940623942408,Mi1,351
720575940623943403,T5a,218
720575940623946851,Mi1,272
720575940623948012,Tm3,335
720575940623948432,Mi1,352
720575940623948983,L5,564
720575940623949031,T4d,not assigned
720575940623949309,T4a,484
720575940623949565,T4d,454
720575940623949923,R7,393
720575940623950077,T5b,550
720575940623950600,T1,663
720575940623950889,T5a,781
720575940623951240,T2,54
720575940623952381,T5a,234
720575940623955592,T5c,282
720575940623956221,T4b,219
720575940623959178,C2,601
720575940623959549,Tm21,240
720575940623959787,Tm1,497
720575940623959852,Tm4,783
720575940623961101,T4a,224
720575940623961385,T1,95
720575940623963747,T1,90
720575940623964853,C2,108
720575940623964969,L2,264
720575940623966090,Tm2,764
720575940623967466,T5d,4
720575940623968400,L2,459
720575940623970045,Tm21,237
720575940623970147,T1,704
720575940623970231,T4b,521
720575940623971509,T3,175
720575940623971837,T5d,326
720575940623972605,T5d,755
720575940623972791,Tm20,193
720575940623973133,T1,230
720575940623976291,L2,297
720575940623976461,C2,603
720575940623976803,Tm4,786
720575940623977059,C3,56
720575940623978239,T2,691
720575940623979498,C2,44
720575940623982216,T4a,670
720575940623982435,Tm4,486
720575940623983504,L5,470
720575940623986439,T5b,360
720575940623986951,Mi9,519
720575940623987199,C2,307
720575940623987244,T4b,41
720575940623987480,Tm3,772
720575940623989247,Mi1,330
720575940623990152,L2,414
720575940623991274,Tm3,not assigned
720575940623993673,T4b,329
720575940623993783,L1,50
720575940623994860,T5b,590
720575940623997931,T4c,312
720575940623999157,T4d,485
720575940624001032,Tm2,52
720575940624002601,L1,179
720575940624002604,T4a,729
720575940624002707,Mi4,619
720575940624003476,L4,65
720575940624003581,T4c,33
720575940624004095,L1,446
720575940624007176,T4c,136
720575940624008373,Tm20,747
720575940624009827,T4a,736
720575940624010493,T5c,705
720575940624011784,T5b,119
720575940624012040,T5a,765
720575940624012552,T5c,486
720575940624013749,Tm9,730
720575940624014060,T5c,489
720575940624016362,Tm4,795
720575940624016688,Tm1,210
720575940624018249,C3,335
720575940624018675,T4c,569
720575940624018939,T2a,347
720575940624019637,Tm20,276
720575940624020521,R8,312
720575940624020648,Tm3,99
720575940624021759,T1,471
720575940624024102,L4,363
720575940624024103,T2,250
720575940624025187,Tm21,91
720575940624026762,L1,517
720575940624028003,R7,693
720575940624028515,R8,17
720575940624029704,C3,415
720575940624032747,T5b,466
720575940624033353,T5c,182
720575940624033476,R8,not assigned
720575940624033515,T5b,201
720575940624033535,R7,758
720575940624033831,T4d,120
720575940624035268,L5,776
720575940624037611,T3,150
720575940624037815,Tm3,733
720575940624038122,L4,443
720575940624038340,L2,260
720575940624039108,Tm1,538
720575940624039885,T4b,503
720575940624041451,T5b,1
720575940624041924,C3,287
720575940624043007,L2,122
720575940624043363,Tm21,437
720575940624045411,R8,751
720575940624046630,T4a,393
720575940624047799,Tm3,724
720575940624048898,T5b,114
720575940624049147,Tm2,349
720575940624050683,Tm1,349
720575940624051348,T4b,150
720575940624052715,L2,576
720575940624052989,Tm21,19
720575940624054310,L1,777
720575940624056061,T4b,228
720575940624056979,Tm4,509
720575940624057608,T5c,218
720575940624058119,Tm20,602
720575940624058409,Tm4,379
720575940624063526,R8,193
720575940624063669,Tm9,244
720575940624065357,T3,359
720575940624066539,Tm20,278
720575940624067145,T4d,549
720575940624067367,T2a,501
720575940624067563,Tm3,468
720575940624067592,T2,163
720575940624070680,T1,619
720575940624071975,Tm2,136
720575940624072885,Tm21,323
720575940624072967,L5,544
720575940624073510,R8,279
720575940624073668,R8,581
720575940624074436,Mi4,269
720575940624074829,T5d,108
720575940624075701,T2,323
720575940624075824,Mi4,412
720575940624079624,T5a,243
720575940624080619,C2,672
720575940624080787,L2,431
720575940624081643,C2,509
720575940624084203,Tm20,308
720575940624084405,T2,741
720575940624084917,Tm1,741
720575940624086408,Mi1,768
720575940624086825,R7,622
720575940624087187,Tm2,688
720575940624090918,R7,not assigned
720575940624097357,T3,256
720575940624101117,L1,458
720575940624101158,Tm20,198
720575940624101709,T5b,300
720575940624102397,L1,49
720575940624102399,T2,495
720575940624103861,T4c,91
720575940624103914,L5,713
720575940624105098,L3,331
720575940624105549,T3,not assigned
720575940624106948,R7,694
720575940624107144,T2a,321
720575940624107460,L3,173
720575940624109547,T4d,748
720575940624109704,L3,462
720575940624112312,T3,not assigned
720575940624112531,R8,425
720575940624112935,Tm21,632
720575940624114923,T5d,504
720575940624115859,L2,682
720575940624116407,Mi4,473
720575940624116715,T1,135
720575940624117784,R8,741
720575940624117896,R7,251
720575940624119846,T3,204
720575940624119944,C3,645
720575940624121269,L3,56
720575940624121322,Mi1,354
720575940624124716,T4c,782
720575940624126157,L5,720
720575940624126954,L4,640
720575940624127219,T5d,705
720575940624131848,T5d,97
720575940624132488,T3,534
720575940624132605,Tm4,108
720575940624133424,L1,545
720575940624133640,T5d,263
720575940624134985,C3,29
720575940624135242,Tm1,73
720575940624135688,T5a,84
720575940624135704,L2,747
720575940624136485,Mi1,355
720575940624136636,T5d,558
720575940624138933,Tm21,227
720575940624139288,Mi9,307
720575940624139800,R8,406
720575940624141385,T4a,216
720575940624141803,T5a,126
720575940624141960,Mi4,71
720575940624142118,L3,452
720575940624142896,T5d,330
720575940624143821,L2,540
720575940624143916,T3,343
720575940624144784,T1,492
720575940624145432,L2,29
720575940624148883,T5c,514
720575940624151303,T2a,540
720575940624151432,R7,649
720575940624151492,Tm20,779
720575940624152344,R8,63
720575940624153226,R8,219
720575940624153880,L4,323
720575940624154355,Tm9,373
720575940624154887,T2a,761
720575940624155597,T1,194
720575940624155829,L2,574
720575940624155853,T1,28
720575940624156430,T5a,721
720575940624158100,T3,305
720575940624158903,L3,611
720575940624159123,C3,365
720575940624159415,Mi9,272
720575940624160008,T3,582
720575940624160196,L1,276
720575940624161171,Mi1,545
720575940624161719,Mi9,9
720575940624161975,Tm9,140
720575940624162229,Mi9,587
720575940624163253,T4a,152
720575940624164133,Tm21,25
720575940624165815,Tm3,458
720575940624166837,T4c,747
720575940624167143,T5d,627
720575940624167176,T2a,438
720575940624168521,C2,337
720575940624168959,Mi4,327
720575940624169001,C3,289
720575940624169165,Tm3,88
720575940624170061,T5c,32
720575940624170189,Mi4,486
720575940624171528,Mi9,462
720575940624172220,T4d,749
720575940624173063,Tm2,363
720575940624173459,Tm3,not assigned
720575940624175623,Tm1,583
720575940624176787,L2,180
720575940624177900,Mi1,356
720575940624180628,R7,601
720575940624183690,L1,56
720575940624183733,Tm4,45
720575940624184575,L5,345
720575940624185085,T2,348
720575940624185784,L5,177
720575940624185904,Mi1,357
720575940624186153,Tm20,92
720575940624187389,T4d,406
720575940624187575,L2,73
720575940624187831,Mi4,115
720575940624189479,T5d,738
720575940624190759,Mi4,91
720575940624191379,R7,25
720575940624191669,T2,770
720575940624191882,C2,203
720575940624192973,L5,97
720575940624193255,T4a,521
720575940624193866,T5c,77
720575940624194378,T5d,529
720575940624194707,L3,233
720575940624195837,T2,685
720575940624195987,R7,698
720575940624196169,T4c,40
720575940624197045,Mi4,247
720575940624200701,Tm3,650
720575940624200887,Mi4,53
720575940624201545,T2,438
720575940624201805,T4c,197
720575940624202239,Tm3,536
720575940624202739,L1,672
720575940624203534,T4d,499
720575940624204237,T3,296
720575940624204984,T2a,145
720575940624205546,T1,631
720575940624207347,T5d,546
720575940624208391,L3,219
720575940624208520,Tm20,736
720575940624209994,T5c,529
720575940624211197,T5a,615
720575940624213685,Mi4,678
720575940624215221,Mi9,118
720575940624215477,Tm4,661
720575940624215736,Tm4,292
720575940624217075,T1,176
720575940624217269,Tm4,716
720575940624217319,T5a,460
720575940624217323,L1,253
720575940624217528,Mi1,358
720575940624218119,Tm4,290
720575940624218549,L3,167
720575940624218665,T2,354
720575940624219575,L5,231
720575940624222472,L3,222
720575940624224949,Tm2,3
720575940624225789,L1,620
720575940624226121,T4c,17
720575940624226598,C2,282
720575940624226633,T5c,146
720575940624226795,Tm9,762
720575940624227366,L2,768
720575940624229384,T5a,245
720575940624229449,Tm4,151
720575940624229629,L3,138
720575940624229631,T4d,761
720575940624229970,C3,472
720575940624230473,T4c,706
720575940624231935,L4,262
720575940624233218,Mi4,640
720575940624233715,L1,658
720575940624234644,Mi1,359
720575940624236296,T3,75
720575940624240324,T3,632
720575940624240520,Tm21,740
720575940624240580,Tm9,178
720575940624243639,Tm20,405
720575940624244420,R8,766
720575940624244818,L1,472
720575940624245245,C2,363
720575940624245543,T5d,236
720575940624245652,Mi4,563
720575940624247479,Mi4,84
720575940624247629,T4c,738
720575940624248317,Tm4,195
720575940624248319,T4c,633
720575940624248772,T4d,222
720575940624248870,R7,334
720575940624249269,Mi4,405
720575940624249607,T5c,645
720575940624250859,C2,300
720575940624252168,T5c,600
720575940624252308,T2,702
720575940624252671,Mi4,147
720575940624253163,T2a,480
720575940624253675,T3,792
720575940624253882,T2a,7
720575940624253939,T2a,112
720575940624254632,Mi4,492
720575940624255671,L3,85
720575940624256999,L3,36
720575940624257021,T4a,16
720575940624260390,R7,not assigned
720575940624260393,T1,58
720575940624260646,R8,371
720575940624262379,Tm3,162
720575940624264009,L3,388
720575940624267338,T5a,204
720575940624267667,R7,41
720575940624268692,T5c,552
720575940624269036,T4c,710
720575940624270845,T5c,372
720575940624271338,R7,not assigned
720575940624271556,T1,55
720575940624272425,C2,217
720575940624273226,T5c,316
720575940624276405,L3,89
720575940624279444,T4d,198
720575940624279549,C3,512
720575940624280317,Tm4,597
720575940624280555,T2a,474
720575940624280906,T5c,158
720575940624283143,C2,752
720575940624283429,T3,not assigned
720575940624285111,T2,449
720575940624286404,T1,491
720575940624286602,L5,366
720575940624286698,R8,532
720575940624287211,Mi9,42
720575940624288136,L2,645
720575940624288148,Tm4,534
720575940624289205,C3,306
720575940624289516,T3,377
720575940624291464,L3,159
720575940624291657,Tm20,52
720575940624292158,Mi1,360
720575940624292938,T5b,591
720575940624293578,L1,751
720575940624293768,T1,237
720575940624293961,T2a,178
720575940624294069,L4,178
720575940624294084,R7,not assigned
720575940624294729,T2,777
720575940624296230,T3,164
720575940624296265,T4c,619
720575940624297608,L4,654
720575940624298643,L3,94
720575940624299005,Tm21,369
720575940624299784,Tm21,389
720575940624300471,Tm1,466
720575940624301287,Tm20,245
720575940624301307,Tm2,368
720575940624301320,T3,133
720575940624301641,T2,756
720575940624302075,Tm1,411
720575940624302538,L5,263
720575940624302921,L2,not assigned
720575940624303300,L2,470
720575940624306663,T5a,665
720575940624309256,Tm20,514
720575940624309798,R8,258
720575940624310013,Tm4,791
720575940624310453,T1,395
720575940624313068,T5b,750
720575940624314406,L2,598
720575940624315465,T2,511
720575940624315721,T2,161
720575940624318135,L4,508
720575940624319157,Tm1,499
720575940624319752,Mi4,701
720575940624320951,T4d,264
720575940624321468,Tm1,409
720575940624321865,T4a,504
720575940624322196,T4c,179
720575940624322244,R7,101
720575940624322341,Mi1,361
720575940624322599,Tm3,522
720575940624323219,Tm21,73
720575940624323657,T5b,339
720575940624324169,C3,683
720575940624324425,T2,377
720575940624326071,C3,773
720575940624327868,Tm2,746
720575940624328167,Mi1,362
720575940624329546,T5a,529
720575940624331047,T4c,596
720575940624331082,Tm2,15
720575940624331593,L4,356
720575940624331755,T2a,548
720575940624332012,T4b,174
720575940624333385,T2a,180
720575940624334333,T4d,528
720575940624334532,L1,176
720575940624335399,Mi1,363
720575940624335434,T5b,77
720575940624335880,L3,774
720575940624336787,T1,403
720575940624338215,Tm20,703
720575940624342515,Tm2,212
720575940624344516,Tm9,768
720575940624345992,R7,not assigned
720575940624347210,T5d,531
720575940624347430,C3,630
720575940624347978,T3,628
720575940624348100,Tm9,590
720575940624349578,L4,771
720575940624349674,R7,721
720575940624351818,T5a,701
720575940624352041,T2,635
720575940624352138,L5,416
720575940624353065,Tm20,379
720575940624354121,Tm20,246
720575940624354348,Mi4,75
720575940624362120,T1,769
720575940624362424,Tm20,194
720575940624362749,Tm20,306
720575940624362988,T5a,194
720575940624363261,Tm3,175
720575940624363708,T4c,445
720575940624364952,L2,658
720575940624365129,Tm3,601
720575940624365508,T1,354
720575940624372263,L1,66
720575940624374013,Mi1,366
720575940624374212,L3,794
720575940624374601,T2a,565
720575940624376503,L5,735
720575940624376573,Mi4,27
720575940624377096,T4b,645
720575940624379721,T4c,697
720575940624379792,T4b,77
720575940624379912,Tm1,13
720575940624380652,T4b,58
720575940624382442,L2,783
720575940624385160,C2,148
720575940624385772,T4b,not assigned
720575940624386186,C2,6
720575940624388331,L3,28
720575940624388756,T4b,731
720575940624389159,C3,345
720575940624389193,T2a,564
720575940624391146,L1,571
720575940624391658,L5,108
720575940624391914,L1,108
720575940624399591,Tm1,418
720575940624399594,R7,not assigned
720575940624400713,C3,1
720575940624400823,Tm20,180
720575940624401034,Mi9,158
720575940624401671,Tm2,217
720575940624402761,Mi1,367
720575940624403850,C2,373
720575940624405482,Tm2,642
720575940624406199,Tm4,202
720575940624407740,Tm9,314
720575940624408840,T4c,134
720575940624411796,T4b,176
720575940624412651,Tm20,720
720575940624412820,T4b,102
720575940624413931,Tm2,286
720575940624414205,T2a,33
720575940624414472,L1,546
720575940624416403,L1,215
720575940624417771,Mi9,453
720575940624418045,Tm20,483
720575940624418110,L4,568
720575940624419303,T5c,121
720575940624421268,T2a,21
720575940624422141,Tm20,319
720575940624423655,Tm21,213
720575940624424939,Tm21,766
720575940624425107,L4,650
720575940624426900,T5d,165
720575940624427498,Tm9,369
720575940624430094,T5b,199
720575940624431335,T5d,120
720575940624431398,C2,664
720575940624432615,T5d,543
720575940624433300,L3,78
720575940624434320,Tm9,194
720575940624434616,T5b,338
720575940624435856,T3,not assigned
720575940624436238,T5b,96
720575940624436750,T5a,29
720575940624437130,R8,330
720575940624437799,Tm1,231
720575940624438542,T5c,371
720575940624439015,T5b,574
720575940624439539,T5c,269
720575940624443319,Mi9,460
720575940624443367,T5c,540
720575940624443832,T5c,721
720575940624443912,Tm20,81
720575940624446647,Tm20,220
720575940624446650,L2,168
720575940624446652,L3,22
720575940624447015,Tm9,49
720575940624447588,Tm21,478
720575940624448338,Tm1,165
720575940624448492,T4b,768
720575940624451172,Tm1,82
720575940624452685,T3,283
720575940624453268,Tm20,709
720575940624454743,T5a,46
720575940624456848,T2,191
720575940624458791,Mi9,630
720575940624459559,L2,554
720575940624463764,T4d,559
720575940624467082,T5a,583
720575940624467644,Mi1,369
720575940624468809,L2,489
720575940624471223,T1,396
720575940624475786,L5,630
720575940624478608,T4c,319
720575940624478695,Tm1,226
720575940624478901,Tm4,490
720575940624480915,R8,302
720575940624483410,T4b,451
720575940624483475,R7,22
720575940624484843,L1,685
720575940624485264,Mi4,449
720575940624486032,T5a,425
720575940624486729,Mi4,601
720575940624486804,C2,170
720575940624486909,L3,185
720575940624487108,L2,160
720575940624487954,T5d,433
720575940624488595,R7,563
720575940624489708,T5d,77
720575940624490829,T4c,714
720575940624492176,C3,157
720575940624492617,T4d,not assigned
720575940624493100,Mi4,672
720575940624493862,Tm4,208
720575940624495630,T1,1
720575940624496874,C2,303
720575940624496969,L3,401
720575940624497644,T5c,413
720575940624498869,Tm20,192
720575940624499947,T4c,330
720575940624500151,T5d,216
720575940624500372,Tm9,585
720575940624503531,T4a,159
720575940624504516,R8,8
720575940624505382,L2,25
720575940624506293,L2,276
720575940624507829,Tm2,98
720575940624508819,T2a,656
720575940624511940,Tm9,754
720575940624513208,L5,407
720575940624513255,T4a,684
720575940624514547,T5b,432
720575940624516391,T5d,348
720575940624518408,Tm2,631
720575940624519399,Tm4,348
720575940624519876,T4d,44
720575940624523243,L5,666
720575940624523411,Tm20,37
720575940624523773,Tm21,709
720575940624523824,Mi4,691
720575940624524071,Mi4,37
720575940624525630,Tm1,47
720575940624525715,T5a,346
720575940624529703,T4d,159
720575940624530151,T5d,560
720575940624530446,Tm1,316
720575940624531348,C2,510
720575940624532459,C3,546
720575940624533392,T5c,183
720575940624535590,T4a,125
720575940624536467,R8,not assigned
720575940624537095,C2,195
720575940624537608,Tm2,747
720575940624538189,Tm2,77
720575940624538662,L2,531
720575940624538928,T4a,282
720575940624540907,T2,632
720575940624541163,T4a,249
720575940624541623,T3,126
720575940624542183,C3,490
720575940624542541,Mi4,703
720575940624543271,C3,81
720575940624544806,R7,657
720575940624544915,Mi4,168
720575940624547051,Mi9,334
720575940624548332,Tm9,362
720575940624552172,T4c,not assigned
720575940624554247,R7,not assigned
720575940624556263,T5b,748
720575940624556436,L4,369
720575940624557565,Tm3,271
720575940624558087,Tm9,448
720575940624561127,T5a,409
720575940624561589,L3,128
720575940624564016,T4a,343
720575940624565006,T4b,770
720575940624565296,Tm9,494
720575940624567271,T4b,131
720575940624567334,C3,165
720575940624569085,T2a,533
720575940624569276,Tm3,204
720575940624571430,C2,374
720575940624578062,T2a,742
720575940624578539,Tm2,435
720575940624578540,L4,758
720575940624578567,Mi9,515
720575940624578795,L5,532
720575940624582985,T4c,not assigned
720575940624583753,T1,678
720575940624584231,C2,582
720575940624584712,L5,259
720575940624584743,Tm2,431
720575940624585959,L3,368
720575940624589035,Tm2,233
720575940624591177,T2a,251
720575940624592391,R7,200
720575940624593643,Mi4,105
720575940624593738,L5,749
720575940624593968,T5b,499
720575940624597995,L5,647
720575940624598054,C2,70
720575940624598771,T4c,659
720575940624599539,T5c,416
720575940624599836,Mi1,371
720575940624600584,L5,443
720575940624601126,T3,385
720575940624601392,T5b,274
720575940624604855,R8,402
720575940624606537,T1,178
720575940624608763,T5a,652
720575940624609275,T5a,507
720575940624609461,R7,760
720575940624609511,T4c,317
720575940624611835,T5c,652
720575940624612327,C3,661
720575940624613680,Tm9,216
720575940624614292,T2a,384
720575940624614704,Tm9,288
720575940624615659,Mi9,508
720575940624616375,R8,490
720575940624616426,Tm1,58
720575940624616486,L1,67
720575940624617450,L1,63
720575940624619022,T4d,228
720575940624623288,T5c,724
720575940624623804,Tm20,350
720575940624623879,R7,625
720575940624623911,Mi9,434
720575940624624432,Mi1,372
720575940624627691,Tm3,337
720575940624630252,T4d,460
720575940624630279,Tm4,588
720575940624631224,T4b,545
720575940624632103,T5a,563
720575940624632578,Mi9,2
720575940624633639,T2a,695
720575940624633783,Tm4,780
720575940624636647,Tm9,111
720575940624638391,Tm1,796
