cell id,cell type,column id
720575940616803513,L3,312
720575940616809333,T5b,693
720575940616812315,Tm9,779
720575940616813142,Tm9,295
720575940616817013,L5,690
720575940616817081,Tm21,627
720575940616819729,T5c,140
720575940616819771,Tm1,482
720575940616821824,Tm2,359
720575940616824859,Mi9,355
720575940616825062,T2a,447
720575940616827222,L2,767
720575940616828172,T5d,742
720575940616829627,R8,676
720575940616831794,R7,not assigned
720575940616832373,T3,216
720575940616833211,R7,7
720575940616834165,L4,47
720575940616835701,T2a,635
720575940616836469,Tm2,241
720575940616839730,C3,91
720575940616843293,Tm2,762
720575940616843579,T3,523
720575940616844475,T5c,515
720575940616844761,Tm4,562
720575940616845941,Mi4,127
720575940616846934,T5b,78
720575940616848140,Mi1,277
720575940616852411,Tm4,778
720575940616853260,T1,778
720575940616853772,L1,249
720575940616858636,R8,746
720575940616859963,L5,643
720575940616860859,R7,234
720575940616861964,T1,35
720575940616864571,Mi9,319
720575940616865083,L2,499
720575940616865339,L2,715
720575940616866443,Tm1,520
720575940616866699,Tm4,558
720575940616866747,R8,698
720575940616867894,Tm1,718
720575940616869318,Mi4,565
720575940616872331,T4c,624
720575940616882738,R7,455
720575940616884619,T3,83
720575940616885721,T1,478
720575940616887435,C2,511
720575940616888203,T3,627
720575940616890708,T2a,136
720575940616890897,T4b,581
720575940616890944,T3,497
720575940616891148,Mi4,476
720575940616891707,T2a,306
720575940616893638,Mi1,732
720575940616894235,Tm3,699
720575940616894681,T4b,395
720575940616895517,T2,264
720575940616895627,T2a,556
720575940616895883,T3,638
720575940616899670,Tm2,43
720575940616903451,Tm20,248
720575940616904029,T5d,95
720575940616904889,T5b,51
720575940616905145,T5c,697
720575940616906508,Mi9,435
720575940616906641,T5d,673
720575940616908033,T2a,749
720575940616911243,Tm4,498
720575940616912214,Tm2,693
720575940616913547,Mi4,179
720575940616914482,L4,351
720575940616915468,T5d,329
720575940616917004,T5d,336
720575940616917516,T5a,356
720575940616917772,T5a,428
720575940616918028,T5d,237
720575940616918785,Tm20,510
720575940616919109,T5b,109
720575940616920347,T2a,195
720575940616921089,T5d,713
720575940616924741,T5c,432
720575940616926779,Mi9,138
720575940616928185,T4b,764
720575940616928651,Tm21,590
720575940616929595,T5b,126
720575940616930902,Mi9,133
720575940616931101,T4c,404
720575940616931131,T2,582
720575940616934203,T4d,242
720575940616936285,T5c,195
720575940616937589,Tm20,729
720575940616942678,Tm4,324
720575940616946630,R7,192
720575940616946805,T4d,72
720575940616946886,R7,497
720575940616947573,T4d,402
720575940616949977,T4b,727
720575940616950341,Tm21,533
720575940616951669,L5,728
720575940616951947,T4a,544
720575940616952150,Mi4,284
720575940616954297,Tm9,739
720575940616958038,Tm1,793
720575940616958347,Tm9,371
720575940616958806,Mi9,285
720575940616960699,L1,789
720575940616961565,Tm21,684
720575940616961861,T4c,76
720575940616967180,L3,170
720575940616967611,C2,551
720575940616970713,Tm20,598
720575940616970838,Tm20,552
720575940616971193,Tm4,554
720575940616971788,L1,727
720575940616972486,T2a,355
720575940616973836,Tm9,726
720575940616976443,L5,574
720575940616976657,T4b,not assigned
720575940616978518,L4,not assigned
720575940616982614,L2,246
720575940616984374,L4,690
720575940616984518,Tm20,282
720575940616988884,L2,36
720575940616989243,T5b,689
720575940616989627,T2a,not assigned
720575940616990837,T2a,497
720575940616991371,L2,351
720575940616993885,T3,196
720575940616994134,Tm1,329
720575940616995985,T4c,not assigned
720575940616997062,T4a,669
720575940616998412,T1,446
720575940617001915,T1,167
720575940617002274,T3,not assigned
720575940617002311,T4c,588
720575940617005383,T4b,132
720575940617005639,T4a,132
720575940617005836,R8,495
720575940617008070,T1,15
720575940617009350,Tm2,516
720575940617009735,T5d,229
720575940617012678,L1,308
720575940617013516,C3,650
720575940617015365,L5,543
720575940617017305,T2a,313
720575940617017542,T4c,129
720575940617018183,T4a,546
720575940617019321,Tm4,342
720575940617027257,Mi1,174
720575940617027909,L3,697
720575940617029009,Mi1,175
720575940617034077,T4b,9
720575940617034589,T2a,58
720575940617035732,Tm2,181
720575940617035788,R7,302
720575940617036812,T3,510
720575940617037969,Mi1,176
720575940617038709,Tm3,not assigned
720575940617040245,Tm9,759
720575940617040418,T3,59
720575940617041553,L4,747
720575940617042235,C2,687
720575940617042444,C2,46
720575940617043468,R8,563
720575940617043542,Tm9,725
720575940617044018,L2,490
720575940617051682,Tm20,338
720575940617053115,R8,562
720575940617055062,Tm20,493
720575940617056724,L4,684
720575940617061051,L5,304
720575940617065403,R7,707
720575940617065522,T2a,295
720575940617066708,T2a,739
720575940617069115,T5c,462
720575940617070405,T4b,634
720575940617076107,T5d,142
720575940617076258,Mi1,177
720575940617078673,T3,623
720575940617088605,C2,91
720575940617091378,Tm3,not assigned
720575940617092957,T4d,391
720575940617098681,T4c,285
720575940617100044,T5b,690
720575940617101106,Mi4,149
720575940617101213,Mi4,319
720575940617102348,Mi4,57
720575940617110233,T5b,213
720575940617111513,T4c,122
720575940617111769,T2,278
720575940617111894,Tm4,634
720575940617112321,L1,487
720575940617114461,L3,796
720575940617125947,Tm21,212
720575940617127307,Mi4,178
720575940617127353,T4a,not assigned
720575940617127398,Mi4,193
720575940617128377,T4a,274
720575940617128593,L3,459
720575940617132262,T5d,80
720575940617132761,T4c,68
720575940617134011,T2a,618
720575940617134036,T5d,261
720575940617134494,Tm3,309
720575940617137937,T5a,643
720575940617141204,T5a,97
720575940617142645,L4,202
720575940617143133,C2,146
720575940617143611,Tm9,169
720575940617145361,T5c,694
720575940617146454,L4,350
720575940617147409,T5c,499
720575940617148219,T4d,735
720575940617148509,Tm1,597
720575940617150676,T5a,528
720575940617160862,Tm3,44
720575940617161243,Tm1,8
720575940617161531,T4b,67
720575940617171542,Mi9,785
720575940617171985,T5d,499
720575940617174758,T4b,112
720575940617175710,L2,278
720575940617177211,Tm4,560
720575940617180049,T5b,217
720575940617180305,T4c,not assigned
720575940617180857,T5a,365
720575940617182235,Tm4,701
720575940617182425,T2,789
720575940617184315,L3,607
720575940617185403,T5b,249
720575940617186777,Mi9,389
720575940617188923,Tm9,627
720575940617189755,Tm1,201
720575940617190459,T2,697
720575940617190517,Tm1,269
720575940617192081,T2a,760
720575940617193428,T4c,373
720575940617194129,T3,679
720575940617194379,L2,361
720575940617194937,T4c,304
720575940617195147,L4,386
720575940617195449,Tm1,570
720575940617195579,Tm9,89
720575940617196759,T5a,157
720575940617197140,T5a,679
720575940617198822,Tm2,97
720575940617199547,L2,612
720575940617200187,Tm3,24
720575940617200601,C3,209
720575940617201553,Tm2,403
720575940617207645,Tm20,169
720575940617208459,T1,168
720575940617209980,Mi9,382
720575940617211351,T5b,549
720575940617211806,L4,626
720575940617212987,T4a,582
720575940617213557,Mi1,179
720575940617214395,C3,601
720575940617216441,T4c,632
720575940617220281,T4a,743
720575940617222237,L3,710
720575940617223097,Tm1,540
720575940617223124,Mi9,611
720575940617224633,Mi4,723
720575940617225019,Tm21,16
720575940617225118,L1,76
720575940617227449,T4c,307
720575940617232825,T2a,1
720575940617234132,T5c,454
720575940617236665,T2a,429
720575940617236923,Mi1,542
720575940617241437,T4c,652
720575940617246097,Tm2,489
720575940617246395,Mi1,662
720575940617249141,L2,355
720575940617250489,T5d,508
720575940617251001,T5b,309
720575940617251387,Tm9,503
720575940617251723,Mi9,354
720575940617252923,T5a,585
720575940617253718,Mi4,614
720575940617254261,Tm3,721
720575940617254801,T5c,147
720575940617255773,Tm21,685
720575940617258452,Mi9,375
720575940617259893,Tm20,173
720575940617259963,L2,51
720575940617261346,T5c,487
720575940617261910,L2,777
720575940617262197,R7,585
720575940617262453,L1,585
720575940617263221,L1,332
720575940617264245,Mi1,62
720575940617265566,L5,168
720575940617266571,Tm4,762
720575940617269846,Tm20,400
720575940617269947,R8,640
720575940617270484,T4c,not assigned
720575940617270621,T4a,315
720575940617271508,T5a,not assigned
720575940617272020,T5a,695
720575940617274836,C3,504
720575940617275665,T5a,714
720575940617276372,Tm20,122
720575940617277401,T3,70
720575940617281141,L2,386
720575940617281373,L4,602
720575940617281622,R7,402
720575940617282747,Mi1,73
720575940617282777,T3,300
720575940617283217,Tm20,78
720575940617283899,Tm20,472
720575940617284130,T5a,94
720575940617284820,C3,688
720575940617285332,T3,508
720575940617285588,T4b,605
720575940617289403,R7,548
720575940617293398,L2,429
720575940617293529,L4,39
720575940617293785,T3,350
720575940617297467,L2,41
720575940617298363,T1,503
720575940617300054,R8,36
720575940617301177,T5b,203
720575940617302745,T2,711
720575940617303014,T5d,24
720575940617303697,T2a,not assigned
720575940617304379,L3,435
720575940617304788,T5a,271
720575940617304916,T2,119
720575940617305556,T4b,482
720575940617306068,T4a,32
720575940617306324,T4d,456
720575940617306841,T4a,686
720575940617308277,T4a,357
720575940617311761,T5d,721
720575940617312729,L3,64
720575940617315033,Tm9,385
720575940617318971,Tm1,533
720575940617320331,Mi1,180
720575940617320379,Tm20,608
720575940617322101,Tm9,792
720575940617322304,T5a,404
720575940617323035,Tm2,522
720575940617325090,L5,410
720575940617325780,Tm2,520
720575940617328982,Tm3,247
720575940617330772,L1,703
720575940617331345,L5,300
720575940617332258,Tm20,568
720575940617333307,T2a,453
720575940617333734,T2,357
720575940617334758,T2a,265
720575940617336294,Mi4,34
720575940617337089,T3,248
720575940617338683,L1,711
720575940617339353,T2a,568
720575940617339835,T4c,not assigned
720575940617340736,T5b,648
720575940617341657,Tm9,376
720575940617342169,T4c,674
720575940617345753,T4a,652
720575940617347414,Tm1,778
720575940617348582,T4c,683
720575940617353558,C2,488
720575940617355707,Tm3,313
720575940617356545,C2,636
720575940617358009,T4b,626
720575940617358267,T1,201
720575940617359138,Tm21,291
720575940617360059,Tm2,479
720575940617360955,L3,530
720575940617361206,T4d,7
720575940617363673,L3,612
720575940617365990,T5a,501
720575940617368123,T5c,693
720575940617368925,Tm1,717
720575940617370297,T3,413
720575940617372673,Tm9,492
720575940617373248,Tm1,102
720575940617373585,L3,273
720575940617374950,T3,414
720575940617376310,T3,742
720575940617376985,T4a,648
720575940617378388,Mi9,107
720575940617378833,T4d,643
720575940617380928,T1,417
720575940617382740,T5b,116
720575940617384678,Mi4,636
720575940617387035,T5d,436
720575940617390910,T4a,629
720575940617391249,T4a,618
720575940617393781,T1,387
720575940617396497,T5b,63
720575940617397056,T2a,not assigned
720575940617397433,T4c,439
720575940617399769,Mi9,159
720575940617399809,Tm20,71
720575940617401601,L2,75
720575940617402139,T2a,327
720575940617402229,T3,363
720575940617405494,T2,699
720575940617405755,Mi4,252
720575940617407705,T4a,209
720575940617409083,L3,198
720575940617409349,T5d,210
720575940617411933,Tm20,390
720575940617414237,Tm21,164
720575940617414585,Tm9,523
720575940617416148,T2,728
720575940617416660,T4a,53
720575940617421083,Tm4,545
720575940617421110,T2a,95
720575940617422646,Mi9,188
720575940617422849,T3,490
720575940617427897,T2a,50
720575940617429131,Tm9,429
720575940617429977,Tm4,767
720575940617430356,Tm1,155
720575940617431360,L5,20
720575940617432025,Tm4,111
720575940617433318,T4c,432
720575940617433371,Tm2,373
720575940617435110,Tm4,279
720575940617439121,T2a,not assigned
720575940617442022,T5d,559
720575940617443677,T4b,381
720575940617444070,T2a,not assigned
720575940617448029,Tm20,513
720575940617449250,T4c,316
720575940617449506,Mi1,182
720575940617449913,C2,637
720575940617451238,Tm1,551
720575940617451409,Tm9,431
720575940617452774,Tm9,461
720575940617455931,Mi4,686
720575940617456345,Tm2,339
720575940617457547,R7,86
720575940617460317,Tm21,585
720575940617461538,T2a,758
720575940617462233,L2,597
720575940617462457,Tm21,391
720575940617462502,T5a,195
720575940617463382,Tm2,361
720575940617465273,Mi4,141
720575940617468043,L5,648
720575940617468121,Tm3,49
720575940617468811,T1,430
720575940617470609,T5b,147
720575940617470681,Tm2,67
720575940617472985,Tm3,597
720575940617473163,T5b,388
720575940617474561,T4c,736
720575940617474777,Tm1,6
720575940617477009,L4,471
720575940617477561,T3,13
720575940617483094,T4d,597
720575940617485286,T5c,302
720575940617488313,T3,684
720575940617488541,Tm9,620
720575940617488641,T4d,517
720575940617488852,T4d,520
720575940617490230,Tm3,18
720575940617492278,Tm3,not assigned
720575940617495508,T5b,427
720575940617495867,T4d,286
720575940617501755,L5,499
720575940617503115,Tm1,132
720575940617504001,T3,715
720575940617504290,T3,not assigned
720575940617505492,Tm1,781
720575940617505510,Mi9,52
720575940617507001,Tm9,165
720575940617507894,C3,664
720575940617509716,Mi1,183
720575940617512121,T5b,564
720575940617514241,T4c,377
720575940617516729,T5b,728
720575940617516985,T5a,546
720575940617518548,L5,480
720575940617519773,T5d,74
720575940617519873,T3,751
720575940617523746,T2a,217
720575940617524125,T2,434
720575940617525177,C3,429
720575940617525204,Tm20,54
720575940617527297,L5,330
720575940617528065,T2a,673
720575940617529049,Tm3,246
720575940617529378,T5b,364
720575940617530485,Tm4,477
720575940617530717,Tm4,410
720575940617531478,T5d,494
720575940617533323,R8,213
720575940617535803,L4,778
720575940617536212,Tm1,389
720575940617536827,L4,129
720575940617537117,L1,298
720575940617540582,C3,412
720575940617540667,L4,335
720575940617542374,L5,210
720575940617543892,L2,411
720575940617547494,C2,150
720575940617550902,Tm3,403
720575940617554900,T4a,167
720575940617557478,T2,18
720575940617557649,T4d,209
720575940617557945,T3,653
720575940617561017,Tm9,337
720575940617562763,C2,32
720575940617565526,R7,not assigned
720575940617566347,Tm3,358
720575940617567325,L2,230
720575940617570193,Tm1,587
720575940617570333,Tm21,279
720575940617570358,Tm9,656
720575940617571545,T1,251
720575940617572609,T5a,369
720575940617572642,Tm4,178
720575940617575541,Tm20,395
720575940617576226,T5c,746
720575940617577019,Tm20,20
720575940617578201,T4c,352
720575940617578267,Mi1,184
720575940617582054,C2,416
720575940617582593,T1,409
720575940617582804,Tm3,571
720575940617582941,L3,35
720575940617586210,T5b,467
720575940617588198,T5c,583
720575940617592793,Tm21,402
720575940617594146,Tm20,371
720575940617594769,Tm2,259
720575940617597597,Tm9,101
720575940617598109,T4b,308
720575940617601570,Tm1,149
720575940617602843,C3,238
720575940617604564,Tm20,84
720575940617604820,T5a,521
720575940617606427,T2a,not assigned
720575940617607124,Tm21,348
720575940617608053,Tm4,681
720575940617608539,Tm1,780
720575940617608633,T2,545
720575940617613017,L4,741
720575940617614265,T4a,397
720575940617614809,Tm9,192
720575940617615078,T4d,132
720575940617617849,Mi9,728
720575940617618388,Tm20,95
720575940617618971,Tm9,502
720575940617620509,Mi1,185
720575940617620993,Mi4,256
720575940617621460,Tm4,not assigned
720575940617622100,T5c,626
720575940617625717,C2,493
720575940617625883,R7,92
720575940617630301,L2,127
720575940617631961,L4,35
720575940617633117,Tm4,428
720575940617634233,T5b,595
720575940617634388,T5c,139
720575940617634594,T5b,688
720575940617634772,Tm9,628
720575940617636057,T4b,175
720575940617636609,T5d,599
720575940617637003,Tm4,not assigned
720575940617637204,Mi1,186
720575940617638814,T5b,760
720575940617640309,Tm21,316
720575940617643665,T2a,795
720575940617643705,T4c,42
720575940617643810,T5b,363
720575940617644171,T4c,73
720575940617646036,C2,110
720575940617646265,T4c,501
720575940617646453,R8,497
720575940617649041,Tm21,721
720575940617651156,Tm2,56
720575940617653204,L3,718
720575940617654365,Tm3,270
720575940617654673,T2a,198
720575940617655014,L3,683
720575940617655626,L2,504
720575940617656404,T2a,700
720575940617656532,L5,193
720575940617657205,T5d,694
720575940617657684,T3,556
720575940617665885,T4b,144
720575940617666264,Mi9,688
720575940617666443,C2,600
720575940617667284,Tm2,696
720575940617669588,T2,272
720575940617670073,Tm2,658
720575940617670401,T2,190
720575940617675521,C2,276
720575940617675961,L3,15
720575940617679163,T1,3
720575940617681108,Tm4,769
720575940617683857,Tm3,332
720575940617684027,T4a,97
720575940617685387,Tm2,462
720575940617685460,Tm4,27
720575940617689428,T3,437
720575940617689561,T5d,764
720575940617689995,L4,582
720575940617691137,T2,530
720575940617694182,T5b,460
720575940617699998,T4c,325
720575940617700838,T2,611
720575940617702208,Tm2,369
720575940617703261,T2a,788
720575940617703563,T1,207
720575940617706937,Mi4,291
720575940617707328,Tm4,587
720575940617711505,Tm1,620
720575940617712214,T5c,715
720575940617712273,T2a,517
720575940617714525,Tm3,659
720575940617717282,C3,377
720575940617718758,T4a,707
720575940617719163,Tm3,107
720575940617719768,L5,82
720575940617720404,T5a,533
720575940617720550,L3,399
720575940617720806,L3,780
720575940617720916,T5c,530
720575940617721172,T4d,741
720575940617722257,Mi4,138
720575940617722507,L5,167
720575940617722525,T5a,762
720575940617724601,L5,582
720575940617726272,Tm4,176
720575940617727389,Tm20,654
720575940617727645,Tm9,654
720575940617729254,Tm21,607
720575940617729465,L5,190
720575940617729885,Mi4,629
720575940617730745,L5,264
720575940617731377,Mi9,473
720575940617732537,Mi9,326
720575940617732820,T2a,693
720575940617732948,T5c,659
720575940617733817,Mi9,100
720575940617734203,R8,215
720575940617734612,L4,405
720575940617734976,L1,22
720575940617735380,T5a,612
720575940617736571,T2,70
720575940617737245,T2,731
720575940617739357,L4,525
720575940617739933,Mi4,29
720575940617743429,Tm4,267
720575940617743901,T5a,531
720575940617744798,T3,421
720575940617745620,Tm20,408
720575940617745698,T5a,537
720575940617746105,L3,24
720575940617747037,T4b,337
720575940617747851,T1,9
720575940617748881,L3,326
720575940617750299,T5b,677
720575940617750411,Tm2,119
720575940617750562,T2a,771
720575940617750848,T3,681
720575940617751581,T2a,528
720575940617753758,C3,247
720575940617756601,Tm1,359
720575940617760596,T2,626
720575940617760670,T4c,623
720575940617760861,L4,213
720575940617761510,T2a,542
720575940617762049,T5a,393
720575940617762699,Tm3,749
720575940617762875,R7,336
720575940617762973,Tm20,not assigned
720575940617769105,Tm3,43
720575940617771803,T4c,293
720575940617773851,Tm3,318
720575940617779942,Tm2,498
720575940617780241,T4c,69
720575940617781661,T4c,260
720575940617782941,T5c,188
720575940617783809,T4d,243
720575940617786113,T4b,160
720575940617789524,T5a,492
720575940617790491,Tm20,190
720575940617790548,Tm3,206
720575940617795668,T4a,378
720575940617796923,R7,not assigned
720575940617800422,L5,435
720575940617803911,T4a,102
720575940617805405,C3,340
720575940617805969,T3,35
720575940617807650,T5d,580
720575940617808418,Tm21,538
720575940617808569,T3,697
720575940617808614,Tm3,564
720575940617809809,T4c,737
720575940617811293,L3,643
720575940617811929,T4b,737
720575940617813222,L5,346
720575940617813814,C2,577
720575940617814326,Mi9,773
720575940617815481,T5c,359
720575940617815768,L4,190
720575940617817629,T4c,not assigned
720575940617817693,Mi1,187
720575940617818342,L2,85
720575940617818973,Tm21,320
720575940617820955,T5c,305
720575940617821657,Mi9,494
720575940617821881,T5b,65
720575940617822438,L2,378
720575940617823355,Tm20,51
720575940617825629,T4a,603
720575940617828609,T3,502
720575940617829445,Tm3,228
720575940617830360,Tm1,421
720575940617830630,L5,348
720575940617830749,Tm1,139
720575940617832276,C2,214
720575940617832758,T5b,56
720575940617832788,T4c,641
720575940617833762,C3,23
720575940617834681,C3,357
720575940617835547,C3,76
720575940617836006,Mi4,741
720575940617836189,C2,553
720575940617836774,Tm3,26
720575940617838310,L5,178
720575940617839832,Mi1,188
720575940617842459,Tm20,444
720575940617843229,Tm2,602
720575940617843483,Tm2,57
720575940617845277,T4b,116
720575940617845533,T5b,287
720575940617846941,Tm3,378
720575940617847454,T4a,533
720575940617847675,T2a,778
720575940617854420,Tm9,364
720575940617854438,Tm4,268
720575940617855537,L1,68
720575940617857025,Tm20,239
720575940617858534,T1,507
720575940617859643,C2,774
720575940617859677,Tm20,630
720575940617861561,L4,740
720575940617861649,T4a,87
720575940617861755,T5d,302
720575940617863517,L2,408
720575940617866385,T3,676
720575940617870420,Mi4,173
720575940617871643,Tm21,301
720575940617871956,Mi4,14
720575940617874781,T4a,693
720575940617875869,Tm20,46
720575940617876293,Tm3,174
720575940617880916,T5b,755
720575940617882342,Mi1,189
720575940617886779,L5,286
720575940617888157,T4d,194
720575940617890132,T4d,775
720575940617892219,C3,290
720575940617893981,T2a,680
720575940617894145,Tm21,357
720575940617901268,Tm1,642
720575940617904541,T4d,191
720575940617904614,T2a,238
720575940617906589,Tm9,719
720575940617911611,R7,81
720575940617914881,T3,408
720575940617915170,T2,460
720575940617915938,Tm1,761
720575940617916450,Tm2,761
720575940617917926,T5c,722
720575940617918393,R8,99
720575940617918609,T1,545
720575940617922772,Tm2,35
720575940617925067,T4a,481
720575940617925588,T2,696
720575940617927641,Mi4,552
720575940617927892,C2,178
720575940617931604,Tm9,331
720575940617935138,C3,520
720575940617936197,T4d,427
720575940617938077,T2a,671
720575940617941465,R7,not assigned
720575940617942356,Tm21,222
720575940617943124,T5c,126
720575940617947675,L2,not assigned
720575940617948500,L1,631
720575940617948957,T4a,363
720575940617951316,Tm20,721
720575940617953537,Tm21,42
720575940617954049,T1,703
720575940617955073,T4d,709
720575940617957149,T4b,137
720575940617961245,T4b,394
720575940617961309,L1,752
720575940617964379,T5c,555
720575940617967773,T4c,323
720575940617969053,Tm1,258
720575940617969937,T4b,466
720575940617970260,T2,259
720575940617971217,T4d,31
720575940617975586,T4a,49
720575940617976389,T5b,446
720575940617982209,Tm21,519
720575940617982438,Tm1,249
720575940617986589,L4,441
720575940617988097,T5a,724
720575940617988353,T4a,229
720575940617989094,L4,162
720575940617991764,Tm9,147
720575940617994811,L3,689
720575940617998804,Mi9,223
720575940617999419,T1,707
720575940617999645,T4c,not assigned
720575940617999680,T4b,586
720575940617999931,R8,455
720575940618000541,C3,182
720575940618004637,L4,18
720575940618007877,Tm1,5
720575940618008645,T4d,not assigned
720575940618009318,T5a,459
720575940618010942,T4b,570
720575940618011426,Tm3,680
720575940618013745,Mi1,193
720575940618016925,Tm20,357
720575940618020637,T2,575
720575940618020933,T2a,not assigned
720575940618025629,Tm20,320
720575940618025945,Tm2,467
720575940618026241,C2,183
720575940618028545,L3,577
720575940618036258,Mi4,40
720575940618037845,Tm4,596
720575940618037990,T4c,102
720575940618038109,T4a,373
720575940618038612,L3,171
720575940618038651,T4a,638
720575940618039197,L3,29
720575940618040025,Tm2,51
720575940618040157,T1,307
720575940618041501,Tm4,41
720575940618041830,L2,778
720575940618043185,T1,309
720575940618043732,Tm2,440
720575940618044116,L1,403
720575940618044417,L4,273
720575940618046109,L5,174
720575940618046465,L2,610
720575940618047296,T1,205
720575940618050880,T2a,267
720575940618051001,Tm20,780
720575940618052426,T5c,568
720575940618053067,T1,688
720575940618053147,T5b,593
720575940618053377,T2,336
720575940618055883,Tm2,239
720575940618056005,T4b,674
720575940618056409,C2,427
720575940618059298,Tm2,417
720575940618059604,T4a,624
720575940618064155,C2,281
720575940618064965,T5c,435
720575940618065984,Tm3,121
720575940618065989,Tm21,472
720575940618066406,Mi9,548
720575940618066461,L4,293
720575940618066617,T1,248
720575940618066715,T4a,33
720575940618066978,Mi4,279
720575940618067161,L2,487
720575940618067739,T5c,310
720575940618068198,L2,687
720575940618068288,Tm2,222
720575940618068454,Tm21,642
720575940618069077,T5a,191
720575940618069531,L3,507
720575940618069721,T4d,670
720575940618071124,Mi4,733
720575940618071953,Mi9,353
720575940618074041,Tm2,72
720575940618074205,T4c,646
720575940618074827,T3,675
720575940618076902,Tm9,301
720575940618076957,T3,200
720575940618077725,Tm20,460
720575940618080285,Mi9,529
720575940618081093,T2,301
720575940618082077,Tm9,634
720575940618084445,C3,259
720575940618086710,Mi4,118
720575940618089045,Tm1,75
720575940618089428,R7,427
720575940618090141,Mi4,66
720575940618090821,T3,118
720575940618091009,Mi4,711
720575940618092249,R8,not assigned
720575940618093529,Tm21,195
720575940618093888,Tm9,152
720575940618095163,Tm21,552
720575940618096212,Tm21,697
720575940618096411,T4d,not assigned
720575940618097181,Tm4,286
720575940618097482,T5d,190
720575940618097821,T4a,272
720575940618098617,T1,616
720575940618099385,R8,607
720575940618100308,L5,688
720575940618101465,T3,373
720575940618101917,Tm3,299
720575940618103835,Tm2,216
720575940618107220,T5c,376
720575940618112069,T5b,206
720575940618114082,T4c,516
720575940618119169,T2,602
720575940618119739,C2,132
720575940618119970,T5c,726
720575940618120517,Tm21,383
720575940618122845,R7,244
720575940618126107,Mi4,767
720575940618128129,Mi9,429
720575940618129691,Mi4,580
720575940618130260,C2,514
720575940618135872,L4,136
720575940618136859,T4b,461
720575940618137165,T5b,127
720575940618140699,L3,377
720575940618141780,Tm21,185
720575940618142877,Tm2,253
720575940618143060,Mi9,626
720575940618143261,T5c,291
720575940618145078,T1,602
720575940618145565,L5,153
720575940618146462,T2,130
720575940618148766,Mi1,195
720575940618150813,Mi9,125
720575940618154304,T5a,522
720575940618156504,Tm1,484
720575940618156702,Mi1,196
720575940618157908,Tm4,595
720575940618159833,Tm2,726
720575940618161099,Tm3,123
720575940618161126,T5a,509
720575940618161620,L5,508
720575940618165661,T2a,342
720575940618165917,Tm4,573
720575940618169273,R7,not assigned
720575940618170653,Tm9,573
720575940618170949,L3,141
720575940618171165,Tm4,610
720575940618171878,L2,537
720575940618172121,T5c,284
720575940618172224,T3,31
720575940618172902,L5,35
720575940618173341,L3,481
720575940618176027,T5c,578
720575940618176315,L4,362
720575940618177241,T2a,not assigned
720575940618177349,T5c,675
720575940618180123,T3,685
720575940618181606,T4a,660
720575940618183569,T4d,290
720575940618186555,R7,529
720575940618188893,L2,405
720575940618189371,Mi9,594
720575940618191453,Tm2,679
720575940618194461,Tm1,134
720575940618194617,L3,480
720575940618196549,T4c,not assigned
720575940618197433,R8,648
720575940618198336,T3,102
720575940618198395,T5b,766
720575940618198811,T2a,625
720575940618200733,L4,116
720575940618200788,L1,582
720575940618201371,Tm20,551
720575940618202013,L4,267
720575940618202395,T2,140
720575940618203348,C3,756
720575940618204229,T2,170
720575940618204573,Mi9,55
720575940618206021,T3,214
720575940618207045,T5b,277
720575940618209117,R8,611
720575940618211101,Tm4,582
720575940618212057,Mi4,558
720575940618212432,L2,165
720575940618214685,T4a,614
720575940618215773,Tm3,608
720575940618216166,R8,404
720575940618217805,T2,66
720575940618219009,T2a,781
720575940618224667,Mi4,462
720575940618228441,R8,152
720575940618228763,Tm3,81
720575940618229312,T5d,362
720575940618229332,T5c,254
720575940618231124,L2,524
720575940618232861,C3,398
720575940618237533,R8,2
720575940618237750,T2,221
720575940618237780,T3,not assigned
720575940618238425,L2,312
720575940618240769,T5b,33
720575940618242102,Tm20,121
720575940618242384,Tm3,210
720575940618243585,T1,615
720575940618243741,L4,779
720575940618249812,Tm3,46
720575940618250779,Mi4,544
720575940618250821,L5,697
720575940618251333,T4d,585
720575940618252445,Tm4,542
720575940618253083,Mi4,318
720575940618253528,T5c,637
720575940618254297,R8,551
720575940618254917,C3,563
720575940618256724,T5d,343
720575940618257638,Tm3,not assigned
720575940618258845,T4c,354
720575940618264404,T4b,343
720575940618265172,T4c,783
720575940618265373,L5,25
720575940618265940,T5b,783
720575940618266907,Tm21,616
720575940618268061,Tm9,647
720575940618270877,T4c,681
720575940618271261,Tm2,571
720575940618273600,Mi9,64
720575940618274489,L2,748
720575940618274845,Tm4,418
720575940618277456,T2a,205
720575940618277917,Tm3,369
720575940618278868,L2,340
720575940618278996,L4,373
720575940618282576,Tm21,131
720575940618283293,Tm3,245
720575940618283961,T4d,505
720575940618285392,L5,723
720575940618286420,T3,11
720575940618287064,Tm9,547
720575940618289113,L2,6
720575940618290077,Tm4,651
720575940618290649,L4,372
720575940618291525,T2,321
720575940618292697,R8,724
720575940618293720,Tm3,125
720575940618294557,Tm9,137
720575940618294744,L3,394
720575940618297428,L4,753
720575940618304216,Tm3,611
720575940618311398,L4,796
720575940618311734,Tm3,115
720575940618311892,Mi1,714
720575940618313105,R8,286
720575940618313762,L2,755
720575940618314048,T5c,54
720575940618320212,T1,268
720575940618322617,L1,30
720575940618322971,T5a,709
720575940618324037,L3,335
720575940618324697,L3,633
